Abounding_with.Depictive,Locative_relation.Direction,Locative_relation.Distance
Execution.Executioner,Killing.Killer,Rewards_and_punishments.Agent
Execution.Instrument,Killing.Instrument,Rewards_and_punishments.Instrument
Execution.Manner,Killing.Manner,Rewards_and_punishments.Manner
Execution.Means,Killing.Means,Rewards_and_punishments.Means
Execution.Place,Killing.Place,Rewards_and_punishments.Place
Execution.Purpose,Killing.Purpose,Rewards_and_punishments.Purpose
Execution.Reason,Killing.Reason,Rewards_and_punishments.Reason
Execution.Result,Killing.Result,Rewards_and_punishments.Result
Execution.Time,Killing.Time,Rewards_and_punishments.Time
Exemplar.Instance,Instance.Instance
Exemplar.Instance_prop,Instance.Instance_Prop
Exemplar.Type,Instance.Type
Exertive_force.Circumstances,Gradable_attributes.Circumstances
Exertive_force.Degree,Gradable_attributes.Degree
Exertive_force.Entity,Gradable_attributes.Entity
Exertive_force.Force,Gradable_attributes.Attribute
Exertive_force.Magnitude,Gradable_attributes.Value
Exertive_force.Time,Gradable_attributes.Time
Exhaust_resource.Agent,Using.Agent
Exhaust_resource.Manner,Using.Manner
Exhaust_resource.Means,Using.Means
Exhaust_resource.Place,Using.Place
Exhaust_resource.Purpose,Using.Purpose
Exhaust_resource.Resource,Using.Instrument
Exhaust_resource.Time,Using.Time
Existence.Entity,Cycle_of_existence_scenario.Entity,State.Entity
Expectation.Cognizer,Awareness.Cognizer
Expectation.Degree,Awareness.Degree
Expectation.Evidence,Awareness.Evidence
Expectation.Manner,Awareness.Manner
Expectation.Phenomenon,Awareness.Content
Expectation.Time,Awareness.Time
Expectation.Topic,Awareness.Topic
Expected_location_of_person.Location,Locative_relation.Ground
Expected_location_of_person.Person,Locative_relation.Figure
Experience_bodily_harm.Duration,Event.Duration
Experience_bodily_harm.Frequency,Event.Frequency
Experience_bodily_harm.Injuring_entity,Event.Reason
Experience_bodily_harm.Manner,Event.Manner
Experience_bodily_harm.Place,Event.Place
Experience_bodily_harm.Time,Event.Time
Expertise.Behavior_product,Social_behavior_evaluation.Behavior
Expertise.Degree,Social_behavior_evaluation.Degree
Expertise.Judge,Social_behavior_evaluation.Judge
Expertise.Protagonist,Social_behavior_evaluation.Individual
Extradition.Authorities,Intentionally_affect.Agent
Extradition.Manner,Intentionally_affect.Manner
Extradition.Means,Intentionally_affect.Means
Extradition.Place,Intentionally_affect.Place
Extradition.Purpose,Intentionally_affect.Purpose
Extradition.Reason,Intentionally_affect.Reason
Extradition.Suspect,Intentionally_affect.Patient
Extradition.Time,Intentionally_affect.Time
Fall_asleep.Place,Sleep_wake_cycle.Place
Fall_asleep.Sleeper,Sleep_wake_cycle.Sleeper
Fame.Circumstances,Gradable_attributes.Circumstances
Fame.Degree,Gradable_attributes.Degree
Fame.Entity,Gradable_attributes.Entity
Fame.Time,Gradable_attributes.Time
Familiarity.Degree,Gradable_attributes.Degree
Familiarity.Entity,Gradable_attributes.Entity
Fastener.Creator,Artifact.Creator
Fastener.Fastener,Artifact.Artifact
Fastener.Material,Artifact.Material
Fastener.Name,Artifact.Name
Fastener.Time_of_creation,Artifact.Time_of_creation
Fastener.Type,Artifact.Type
Fastener.Use,Artifact.Use
Fear.Circumstances,Emotions_by_possibility.Circumstances
Fear.Degree,Emotions_by_possibility.Degree
Fear.Empathy_target,Emotions_by_possibility.Empathy_target
Fear.Experiencer,Emotions_by_possibility.Experiencer
Fear.Expressor,Emotions_by_possibility.Expressor
Fear.Manner,Emotions_by_possibility.Manner
Fear.Parameter,Emotions_by_possibility.Parameter
Fear.Reason,Emotions_by_possibility.Reason
Fear.State,Emotions_by_possibility.State
Fear.Stimulus,Emotions_by_possibility.Stimulus
Fear.Time,Emotions_by_possibility.Time
Fear.Topic,Emotions_by_possibility.Topic
Fighting_activity.Combatants,Hostile_encounter.Sides
Fighting_activity.Degree,Hostile_encounter.Degree
Fighting_activity.Duration,Hostile_encounter.Duration
Fighting_activity.Instrument,Hostile_encounter.Instrument
Fighting_activity.Issue,Hostile_encounter.Issue
Fighting_activity.Manner,Hostile_encounter.Manner
Fighting_activity.Means,Hostile_encounter.Means
Fighting_activity.Place,Hostile_encounter.Place
Fighting_activity.Purpose,Hostile_encounter.Purpose
Fighting_activity.Time,Hostile_encounter.Time
Filling.Agent,Container_focused_placing.Agent
Filling.Cause,Container_focused_placing.Cause
Filling.Degree,Container_focused_placing.Degree
Filling.Depictive,Container_focused_placing.Depictive
Filling.Goal,Container_focused_placing.Goal
Filling.Instrument,Container_focused_placing.Instrument
Filling.Manner,Container_focused_placing.Manner
Filling.Means,Container_focused_placing.Means
Filling.Path,Container_focused_placing.Path
Filling.Place,Container_focused_placing.Place
Filling.Purpose,Container_focused_placing.Purpose
Filling.Reason,Container_focused_placing.Reason
Filling.Result,Container_focused_placing.Result
Filling.Source,Container_focused_placing.Source
Filling.Subregion,Container_focused_placing.Subregion
Filling.Theme,Container_focused_placing.Theme
Filling.Time,Container_focused_placing.Time
Fining.Degree,Rewards_and_punishments.Degree
Fining.Instrument,Rewards_and_punishments.Instrument
Fining.Manner,Rewards_and_punishments.Manner
Fining.Means,Rewards_and_punishments.Means
Fining.Payer,Rewards_and_punishments.Evaluee
Fining.Place,Rewards_and_punishments.Place
Fining.Purpose,Rewards_and_punishments.Purpose
Fining.Reason,Rewards_and_punishments.Reason
Fining.Result,Rewards_and_punishments.Result
Fining.Speaker,Rewards_and_punishments.Agent
Fining.Time,Rewards_and_punishments.Time
Finish_competition.Competition,Competition.Competition,Finish_game.Game
Finish_competition.Competitor,Competition.Participant_1,Finish_game.Player
Finish_competition.Competitors,Competition.Participants
Finish_competition.Manner,Competition.Manner,Finish_game.Manner
Finish_competition.Means,Competition.Means,Finish_game.Means
Finish_competition.Opponent,Competition.Participant_2
Finish_competition.Place,Competition.Place
Finish_competition.Prize,Competition.Prize
Finish_competition.Rank,Competition.Rank
Finish_competition.Score,Competition.Score
Finish_competition.Time,Competition.Time,Finish_game.Time
Finish_competition.Venue,Competition.Venue
Firing.Employee,Employer's_scenario.Employee,Employment_end.Employee,Intentionally_affect.Patient
Firing.Employer,Employer's_scenario.Employer,Employment_end.Employer,Intentionally_affect.Agent
Firing.Manner,Employment_end.Manner,Intentionally_affect.Manner
Firing.Means,Intentionally_affect.Means
Firing.Place,Employment_end.Place,Intentionally_affect.Place
Firing.Position,Employer's_scenario.Position,Employment_end.Position
Firing.Purpose,Intentionally_affect.Purpose
Firing.Reason,Intentionally_affect.Reason
Firing.Task,Employer's_scenario.Task
Firing.Time,Employment_end.Time,Intentionally_affect.Time
Fleeing.Cotheme,Self_motion.Cotheme
Fleeing.Depictive,Self_motion.Depictive
Fleeing.Direction,Self_motion.Direction
Fleeing.Distance,Self_motion.Distance
Fleeing.Duration,Self_motion.Duration
Fleeing.Explanation,Self_motion.Reason
Fleeing.External_cause,Self_motion.External_cause
Fleeing.Goal,Self_motion.Goal
Fleeing.Internal_cause,Self_motion.Internal_cause
Fleeing.Manner,Self_motion.Manner
Fleeing.Means,Self_motion.Means
Fleeing.Path,Self_motion.Path
Fleeing.Place,Self_motion.Place
Fleeing.Purpose,Self_motion.Purpose
Fleeing.Result,Self_motion.Result
Fleeing.Self_mover,Self_motion.Self_mover
Fleeing.Source,Self_motion.Source
Fleeing.Speed,Self_motion.Speed
Fleeing.Time,Self_motion.Time
Fluidic_motion.Area,Motion.Area
Fluidic_motion.Depictive,Motion.Depictive
Fluidic_motion.Distance,Motion.Distance
Fluidic_motion.Duration,Motion.Duration
Fluidic_motion.Fluid,Motion.Theme
Fluidic_motion.Goal,Motion.Goal
Fluidic_motion.Manner,Motion.Manner
Fluidic_motion.Path,Motion.Direction,Motion.Path
Fluidic_motion.Place,Motion.Place
Fluidic_motion.Result,Motion.Result
Fluidic_motion.Source,Motion.Source
Fluidic_motion.Speed,Motion.Speed
Fluidic_motion.Time,Motion.Time
Food.Constituent_parts,Physical_entity.Constituents
Food.Food,Physical_entity.Entity
Food_gathering.Crop,Agriculture.Food
Food_gathering.Duration,Agriculture.Duration
Food_gathering.Frequency,Agriculture.Frequency
Food_gathering.Gatherer,Agriculture.Agriculturist
Food_gathering.Manner,Agriculture.Manner
Food_gathering.Means,Agriculture.Means
Food_gathering.Particular_iteration,Agriculture.Particular_iteration
Food_gathering.Place,Agriculture.Place
Food_gathering.Purpose,Agriculture.Purpose
Food_gathering.Time,Agriculture.Time
Food.Type,Physical_entity.Type
Foreign_or_domestic_country.Constituent_parts,Political_locales.Constituent_parts
Foreign_or_domestic_country.Container_possessor,Political_locales.Container_possessor
Foreign_or_domestic_country.Current_country,Political_locales.Locale
Foreign_or_domestic_country.Descriptor,Political_locales.Descriptor
Foreign_or_domestic_country.Name,Political_locales.Name
Foreign_or_domestic_country.Population,Political_locales.Population
Foreign_or_domestic_country.Relative_location,Political_locales.Relative_location
Forging.Agent,Duplication.Creator
Forging.Degree,Duplication.Degree
Forging.Explanation,Duplication.Reason
Forging.Fidelity,Duplication.Fidelity
Forging.Forgery,Duplication.Copy
Forging.Instrument,Duplication.Instrument
Forging.Manner,Duplication.Manner
Forging.Means,Duplication.Means
Forging.Place,Duplication.Place
Forging.Purpose,Duplication.Purpose
Forging.Source,Duplication.Source
Forging.Standard,Duplication.Original
Forging.Time,Duplication.Time
Forming_relationships.Manner,Intentionally_act.Manner
Forming_relationships.Means,Intentionally_act.Means
Forming_relationships.Partners,Intentionally_act.Agent
Forming_relationships.Place,Intentionally_act.Place
Forming_relationships.Purpose,Intentionally_act.Purpose
Forming_relationships.Time,Intentionally_act.Time
Fragmentation_scenario.Criterion,Becoming_separated.Criterion
Fragmentation_scenario.Degree,Becoming_separated.Degree
Fragmentation_scenario.Depictive,Becoming_separated.Depictive
Fragmentation_scenario.Manner,Becoming_separated.Manner
Fragmentation_scenario.Means,Becoming_separated.Means
Fragmentation_scenario.Part_1,Becoming_separated.Part_1
Fragmentation_scenario.Part_2,Becoming_separated.Part_2
Fragmentation_scenario.Parts,Becoming_separated.Parts
Fragmentation_scenario.Place,Becoming_separated.Place
Fragmentation_scenario.Result,Becoming_separated.Result
Fragmentation_scenario.Time,Becoming_separated.Time
Fragmentation_scenario.Whole,Becoming_separated.Whole
Frequency.Attribute,Gradable_attributes.Attribute
Frequency.Degree,Gradable_attributes.Degree
Frequency.Event,Gradable_attributes.Entity
Front_for.Front,Intentionally_act.Agent
Front_for.Manner,Intentionally_act.Manner
Front_for.Means,Intentionally_act.Means
Front_for.Place,Intentionally_act.Place
Front_for.Purpose,Intentionally_act.Purpose
Front_for.Time,Intentionally_act.Time
Frugality.Behavior,Social_behavior_evaluation.Behavior
Frugality.Degree,Social_behavior_evaluation.Degree
Frugality.Judge,Social_behavior_evaluation.Judge
Frugality.Resource_controller,Social_behavior_evaluation.Individual
Fullness.Container,Gradable_attributes.Entity
Fullness.Degree,Gradable_attributes.Degree
Gathering_up.Agent,Intentionally_affect.Agent
Gathering_up.Aggregate,Intentionally_affect.Patient
Gathering_up.Instrument,Intentionally_affect.Instrument
Gathering_up.Manner,Intentionally_affect.Manner
Gathering_up.Means,Intentionally_affect.Means
Gathering_up.Place,Intentionally_affect.Place
Gathering_up.Purpose,Intentionally_affect.Purpose
Gathering_up.Time,Intentionally_affect.Time
Gesture.Addressee,Communication.Addressee
Gesture.Body_part,Communication.Medium
Gesture.Communicator,Communication.Communicator
Gesture.Indicated_entity,Communication.Topic
Gesture.Manner,Communication.Manner
Gesture.Means,Communication.Means
Gesture.Message,Communication.Message
Gesture.Time,Communication.Time
Get_a_job.Compensation,Employee's_scenario.Compensation
Get_a_job.Employee,Employee's_scenario.Employee,Intentionally_act.Agent
Get_a_job.Employer,Employee's_scenario.Employer
Get_a_job.Manner,Intentionally_act.Manner
Get_a_job.Means,Intentionally_act.Means
Get_a_job.Place,Intentionally_act.Place
Get_a_job.Position,Employee's_scenario.Position
Get_a_job.Purpose,Intentionally_act.Purpose
Get_a_job.Task,Employee's_scenario.Task
Get_a_job.Time,Intentionally_act.Time
Getting.Manner,Event.Manner
Getting.Place,Event.Place
Getting.Purpose,Getting_scenario.Purpose
Getting.Reason,Event.Reason,Getting_scenario.Reason
Getting.Recipient,Getting_scenario.Recipient
Getting.Source,Getting_scenario.Source
Getting.Theme,Getting_scenario.Theme
Getting.Time,Event.Time
Getting_underway.Depictive,Motion.Depictive
Getting_underway.Goal,Motion.Goal
Getting_underway.Manner,Motion.Manner
Getting_underway.Path,Motion.Path
Getting_underway.Self_mover,Motion.Theme
Getting_underway.Source,Motion.Source
Getting_underway.Time,Motion.Time
Getting_up.Place,Sleep_wake_cycle.Place
Getting_up.Protagonist,Sleep_wake_cycle.Sleeper
Giving.Donor,Giving_scenario.Donor,Intentionally_act.Agent,Lose_possession.Donor
Giving.Manner,Giving_scenario.Manner,Intentionally_act.Manner
Giving.Means,Intentionally_act.Means
Giving.Place,Intentionally_act.Place,Lose_possession.Place
Giving.Purpose,Giving_scenario.Purpose,Intentionally_act.Purpose,Lose_possession.Purpose
Giving.Purpose_of_theme,Giving_scenario.Purpose_of_theme
Giving.Reason,Lose_possession.Reason
Giving.Recipient,Giving_scenario.Recipient,Lose_possession.Recipient
Giving_scenario.Donor,Lose_possession_scenario.Donor
Giving_scenario.Theme,Lose_possession_scenario.Theme
Giving.Theme,Giving_scenario.Theme,Lose_possession.Theme
Giving.Time,Intentionally_act.Time,Lose_possession.Time
Goal.Landmark,Locative_relation.Ground,Trajector-Landmark.Landmark
Goal.Profiled_region,Trajector-Landmark.Profiled_region
Goal.Time,Locative_relation.Time
Goal.Trajector,Locative_relation.Figure,Trajector-Landmark.Trajector
Go_into_shape.Duration,Event.Duration
Go_into_shape.Frequency,Event.Frequency
Go_into_shape.Manner,Event.Manner
Go_into_shape.Place,Event.Place
Go_into_shape.Reason,Event.Reason
Go_into_shape.Time,Event.Time
Grasp.Category,Awareness.Role
Grasp.Cognizer,Awareness.Cognizer
Grasp.Completeness,Awareness.Degree
Grasp.Evidence,Awareness.Evidence
Grasp.Faculty,Awareness.Expressor
Grasp.Manner,Awareness.Manner
Grasp.Phenomenon,Awareness.Content,Awareness.Topic
Grasp.Reference_point,Awareness.Paradigm
Grasp.Time,Awareness.Time
Grinding.Grinder,Transitive_action.Agent
Grinding.Grinding_cause,Transitive_action.Cause
Grinding.Manner,Transitive_action.Manner
Grinding.Means,Transitive_action.Means
Grinding.Place,Transitive_action.Place
Grinding.Result,Transitive_action.Result
Grinding.Time,Transitive_action.Time
Grinding.Undergoer,Transitive_action.Patient
Grooming.Agent,Intentionally_affect.Agent
Grooming.Instrument,Intentionally_affect.Instrument
Grooming.Manner,Intentionally_affect.Manner
Grooming.Means,Intentionally_affect.Means
Grooming.Patient,Intentionally_affect.Patient
Grooming.Place,Intentionally_affect.Place
Grooming.Purpose,Intentionally_affect.Purpose
Grooming.Time,Intentionally_affect.Time
Halt.Depictive,Activity_stop.Depictive,Motion.Depictive
Halt.Duration,Activity_stop.Duration,Motion.Duration
Halt.Manner,Activity_stop.Manner,Motion.Manner
Halt.Means,Activity_stop.Means
Halt.Place,Activity_stop.Place,Motion.Place
Halt.Purpose,Activity_stop.Purpose,Motion.Purpose
Halt.Subevent,Activity_stop.Subevent
Halt.Theme,Activity_stop.Agent,Motion.Theme
Halt.Time,Activity_stop.Time,Motion.Time
Have_as_requirement.Degree,Contingency.Degree
